Fund Screening North America,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Currency: Base Currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grouped by: IA Sector,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calculated on: 06/06/2023 09:46:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Exported on: 06/06/2023 10:08:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,Up Capture Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Down Capture Ratio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Janus Henderson US Growth I Acc,GB00B3B4JF96,North America,"157,283.74",244.98,No,No,130.29,118.10,119.78,119.25,116.18,116.55,112.53,115.88,116.79,116.79,116.79,115.63,115.63,129.06,128.31,130.11,115.24,111.40,117.67,113.04,120.35,120.35,120.35,105.90,104.41,94.57,88.88,82.97,93.59,93.40,96.89,103.70,95.71,95.71,87.35,107.49,99.40,99.40,107.13,117.78,107.77,107.77,98.66,90.83,88.94,88.94,85.98,59.82,69.94,95.66,95.66,100.71,97.75,97.75,89.00,89.00,89.00,83.00,93.94,85.74,85.74,96.54,96.54,101.23,80.97,80.97,86.27,86.27,87.73,93.79,87.68,74.29,74.29,69.80,69.79,48.76,47.00,47.00,92.26,92.26,84.90,84.90,84.15,121.60,121.60,121.60,164.31,141.48,141.48,143.63,170.21,161.51,161.51,161.51,148.34,148.34,148.34,125.01
Janus Henderson US Research A2 USD,IE0031027877,North America,"180,346.95",213.32,No,No,93.99,92.50,95.00,98.27,105.41,99.57,100.66,95.26,94.10,91.29,87.61,89.72,90.54,90.59,87.64,83.92,92.63,97.49,98.48,101.81,105.10,105.88,109.68,106.77,106.05,101.57,101.51,101.87,99.71,95.01,97.46,96.94,91.26,91.26,94.45,95.62,94.57,102.93,103.22,97.26,96.37,98.88,91.81,101.19,102.67,102.67,103.77,109.38,113.31,87.48,87.48,85.27,95.38,95.38,95.58,95.58,95.58,90.93,90.93,87.46,87.46,81.93,81.93,82.27,94.60,94.60,94.24,94.24,94.24,99.44,101.68,104.59,104.59,104.59,104.59,116.67,126.03,126.03,126.03,126.03,126.03,126.03,110.54,94.72,105.40,105.40,95.52,103.91,103.91,106.56,100.22,101.34,101.34,103.29,106.32,106.32,105.23,109.60
Janus Henderson US SM Cap Val H2USD,IE00BFRSZ628,North America,"6,099.05",118.75,No,No,77.91,86.58,86.42,86.85,90.03,88.74,91.45,81.81,90.52,96.09,93.94,89.03,88.21,79.24,78.24,77.61,78.51,80.80,67.55,68.60,60.97,56.29,55.77,60.28,64.13,67.41,73.92,80.13,79.97,81.11,81.24,82.52,95.22,95.22,92.51,95.01,100.60,103.23,94.30,68.72,65.66,58.90,74.14,90.77,91.37,91.37,118.56,126.77,121.42,90.88,90.88,86.63,94.85,94.85,92.76,92.76,92.76,88.37,88.37,91.40,91.40,75.28,75.28,79.55,98.40,98.40,101.12,101.12,101.12,107.08,101.21,93.55,93.55,93.55,93.55,99.18,36.01,36.01,36.01,36.01,36.01,36.01,65.66,102.26,145.35,145.35,103.88,81.57,81.57,76.60,59.89,75.38,75.38,78.66,81.17,81.17,74.56,82.24
Janus Henderson US Sustainable Eq I Acc,GB00BPH3DD08,North America,"49,526.24",226.66,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JPM America Equity A (dist) USD,LU0053666078,North America,"167,471.95",212.51,No,No,100.38,93.00,90.70,97.12,93.92,95.04,91.97,95.96,91.78,93.81,93.41,92.62,93.18,100.51,104.15,97.37,102.52,100.52,104.38,106.06,107.97,108.25,109.39,114.90,113.14,111.97,110.95,112.54,116.87,118.47,114.69,112.68,109.03,109.03,100.65,92.12,94.69,93.43,93.19,95.98,87.75,90.12,94.66,96.40,98.55,98.55,108.79,94.57,93.10,96.54,96.54,101.58,92.50,92.50,89.25,89.25,89.25,91.16,91.16,96.11,96.11,88.54,88.54,104.47,106.13,106.13,112.15,112.15,112.15,112.62,113.63,117.42,117.42,117.42,117.42,117.05,136.53,136.53,136.53,136.53,136.53,136.53,109.56,82.28,51.04,51.04,57.03,54.35,54.35,64.53,72.26,82.61,82.61,82.34,86.78,86.78,91.17,94.08
JPM US Equity Income B GBPH Net Inc,GB00B7H0WN83,North America,"92,625.48",77.91,No,No,,,,,,,,,,,,,,,,,,61.26,47.44,47.54,56.25,56.25,56.25,80.30,78.67,81.39,90.20,95.78,96.28,115.82,107.56,109.09,101.44,101.44,103.24,72.16,82.71,82.71,71.27,57.38,50.77,50.77,70.52,59.36,54.16,54.16,71.90,102.41,92.19,,,,,,,,,,,,,,,,,,111.80,111.80,86.79,79.52,110.53,127.29,127.29,138.58,133.70,109.70,-64.48,-64.48,-67.09,-67.09,54.98,54.98,19.76,1.95,1.95,1.95,19.78,21.58,21.58,38.87,48.02,72.06,72.06,72.06,85.42,85.42,85.42,77.23
JPM US Research Enhanced Idx Eq E Acc,GB00BJRCPT57,North America,"169,989.90",197.03,No,No,,,,,,,,,,,,,,,,,,,,,,,107.72,103.68,100.69,96.51,91.28,95.51,96.07,100.09,99.77,103.26,97.90,97.90,96.90,109.90,113.76,113.76,121.46,121.14,123.14,123.14,130.36,110.86,117.45,117.45,111.82,85.52,83.74,,,,,,,,,,,,,,,,,,,,,,,101.45,101.45,103.18,93.88,70.86,77.80,77.80,89.74,89.74,84.24,84.24,64.62,47.65,47.65,47.65,95.68,87.93,87.93,82.87,89.74,90.50,90.50,90.50,89.60,89.60,89.60,84.88
JPM US Select C Net Acc,GB00B2Q5DR06,North America,"181,272.98",201.29,No,No,113.94,111.38,110.32,108.28,108.95,111.67,105.57,104.25,103.89,103.89,103.89,102.86,102.86,109.09,110.10,113.04,110.19,103.48,107.58,107.19,109.22,109.22,109.22,106.59,103.49,98.03,92.00,92.05,90.18,94.05,93.46,100.08,99.08,99.08,101.17,109.09,112.87,112.87,121.52,126.25,127.24,127.24,138.26,110.84,116.03,116.03,100.22,77.82,75.43,115.13,115.13,113.44,108.04,108.04,102.36,102.36,102.36,105.48,108.78,94.88,94.88,72.93,72.93,96.50,82.08,82.08,83.78,83.78,80.59,74.71,78.79,83.22,83.22,85.34,76.90,50.10,14.76,14.76,76.06,76.06,92.01,92.01,80.24,80.93,80.93,80.93,120.83,103.19,103.19,96.92,104.03,98.55,98.55,98.55,93.74,93.74,93.74,88.89
JPM US Select Equity Plus A (dist) GBP,LU0281483486,North America,"189,940.54",214.53,No,No,105.56,99.75,97.60,101.51,96.77,96.32,95.29,96.02,96.39,96.39,96.39,100.23,100.23,108.42,111.99,108.00,107.96,106.49,108.66,108.90,114.68,114.68,114.68,112.86,110.57,106.52,106.63,108.99,112.23,115.13,108.11,110.31,102.68,102.68,101.51,111.17,113.38,113.38,113.53,110.09,109.05,109.05,118.06,121.25,127.05,127.05,118.76,98.36,98.03,116.94,116.94,116.44,104.30,104.30,106.90,106.90,106.90,103.19,112.20,105.66,105.66,100.71,100.71,114.33,96.78,96.78,93.73,93.73,89.41,91.21,88.09,101.45,101.45,104.63,108.74,96.61,198.98,198.98,158.64,158.64,184.13,184.13,134.19,96.70,96.70,96.70,103.87,96.98,96.98,93.88,109.85,111.60,111.60,111.60,108.78,108.78,108.78,101.59
JPM US Sustainable Equity C GBP Net Acc,GB00BLSN6P46,North America,"166,823.61",,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.88,79.37,76.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.24,97.24,91.49
JSS Sustainable Equity USA I USD acc,LU1111705254,North America,"109,658.56",206.43,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.35,105.44,101.87,101.46,104.77,98.97,98.97,102.26,109.42,109.99,116.81,116.06,105.40,109.30,105.26,104.30,105.79,109.00,109.00,101.85,108.87,106.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,107.08,107.08,107.08,107.08,107.08,107.08,120.64,120.21,126.24,126.24,95.25,104.69,104.69,104.41,97.20,95.04,95.04,98.30,95.74,95.74,94.15,98.97
Jupiter Merian North Amer Eq I GBP Acc,GB00B1XG9G04,North America,"37,817.18",192.94,No,No,104.38,104.20,107.00,100.31,97.69,92.32,91.87,99.04,94.17,94.17,94.17,93.52,93.52,94.67,90.27,97.97,103.89,98.48,104.13,104.11,105.93,105.93,105.93,102.26,104.46,100.67,95.65,98.80,95.62,100.63,96.71,97.56,95.61,95.61,88.57,102.55,97.54,97.54,103.97,105.18,106.24,106.24,111.59,101.49,102.68,102.68,108.98,82.48,83.91,116.80,116.80,116.87,117.14,117.14,114.35,114.35,114.35,117.54,111.29,99.65,99.65,111.05,111.05,114.00,108.34,108.34,109.65,109.65,116.59,113.55,122.01,114.71,114.71,112.65,96.49,84.59,27.29,27.29,63.74,63.74,24.96,24.96,38.91,40.00,40.00,40.00,117.75,96.37,96.37,92.49,79.60,82.12,82.12,82.12,80.44,80.44,80.44,76.79
L&G Future World ESG NA Idx I GBP Acc,GB00BL6C0Q29,North America,"160,341.97",192.41,Yes,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
L&G US Index I Acc,GB00B0CNGT73,North America,"146,570.76",184.55,Yes,No,101.72,99.84,100.45,103.99,98.46,99.13,98.80,101.20,100.62,100.62,100.62,104.33,104.33,108.49,108.75,104.59,107.75,103.27,102.58,100.67,107.18,107.18,107.18,108.48,107.28,105.56,102.25,104.04,103.40,108.13,106.27,107.59,101.79,101.79,99.31,101.79,103.86,103.86,108.11,112.77,115.86,115.86,121.21,121.77,125.82,125.82,124.25,106.00,105.01,99.62,99.62,102.36,91.32,91.32,93.59,93.59,93.59,95.26,92.29,97.77,97.77,89.61,89.61,114.61,97.06,97.06,95.84,95.84,96.41,95.00,100.29,113.03,113.03,113.96,111.37,93.09,181.19,181.19,137.09,137.09,136.27,136.27,105.03,54.94,54.94,54.94,92.95,94.19,94.19,89.15,106.11,108.17,108.17,108.17,111.19,111.19,111.19,102.54
Lazard US Equity Concntr C Acc EUR H,IE00BYQ4FV97,North America,"54,125.05",184.59,No,No,65.32,58.61,64.15,68.42,80.71,84.42,99.76,95.90,99.19,97.75,97.75,88.74,95.63,95.35,95.09,91.42,92.13,100.37,84.56,99.59,98.03,101.36,101.36,112.84,107.13,100.34,105.87,102.39,120.19,113.40,102.42,95.75,93.36,93.36,91.98,76.90,83.66,92.52,84.62,81.21,65.54,65.54,76.83,76.48,78.46,78.46,79.07,92.61,80.01,107.85,107.85,100.89,110.85,110.85,112.07,112.07,112.07,108.40,108.40,94.44,94.44,99.68,99.68,101.67,106.91,106.91,104.90,104.90,104.90,108.26,107.66,112.49,112.49,112.49,112.49,118.02,136.24,136.24,136.16,136.16,136.16,136.16,172.88,167.11,167.11,167.11,125.21,127.49,127.49,135.46,124.29,125.99,125.99,141.71,140.98,140.98,124.42,113.09
LF Canlife North American C Acc,GB00B73N3278,North America,"153,276.61",,No,No,94.16,92.28,87.81,91.01,83.81,81.33,77.80,84.11,82.15,82.15,82.15,88.15,88.15,94.12,99.67,96.42,100.12,97.68,101.40,101.00,111.48,111.48,111.48,108.09,107.23,105.91,103.77,104.99,105.88,110.39,103.65,105.51,96.32,96.32,93.26,100.05,99.40,99.40,101.89,105.77,107.79,107.79,117.19,105.14,109.69,109.69,109.17,84.22,84.66,99.07,99.07,91.43,84.28,84.28,78.49,78.49,78.49,77.24,75.35,89.46,89.46,69.86,69.86,84.64,85.65,85.65,90.59,90.59,93.60,96.68,101.82,104.45,104.45,101.75,102.84,103.39,165.09,165.09,141.30,141.30,128.27,128.27,87.99,74.60,74.60,74.60,79.69,76.84,76.84,77.31,88.23,87.67,87.67,87.67,92.79,92.79,92.79,86.05
LF Lindsell Train North American Eq Acc,GB00BJVLMG41,North America,"77,634.75",221.14,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.96,94.13,96.23,102.34,102.86,102.86,97.47,111.22,98.85,98.85,100.48,96.62,92.43,92.43,84.09,73.96,77.37,77.37,76.90,63.37,67.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.79,123.53,123.53,85.15,85.15,111.81,138.82,138.82,138.82,116.63,117.79,117.79,99.53,118.58,99.73,99.73,99.73,97.86,97.86,97.86,81.32
Liontrust GF US Equity Z GBP Acc,IE00BNGWY083,North America,"44,315.97",215.79,No,No,87.60,88.90,87.43,89.30,91.70,94.87,90.41,87.96,94.30,94.30,94.30,85.74,85.74,80.59,81.39,77.97,90.05,97.14,90.24,91.10,94.08,94.08,94.08,103.82,107.80,113.23,122.95,125.35,130.25,130.55,130.69,126.67,127.74,127.74,128.17,123.07,117.27,117.27,104.75,90.30,81.70,81.70,81.84,92.11,84.14,84.14,83.49,99.60,100.07,74.70,74.70,77.90,79.74,79.74,71.14,71.14,71.14,55.25,55.57,68.74,68.74,34.72,34.72,44.19,79.47,79.47,86.52,86.52,85.55,103.55,111.52,106.58,106.58,109.76,119.81,155.77,242.15,242.15,184.58,184.58,194.43,194.43,146.37,172.64,172.64,172.64,117.30,113.52,113.52,117.58,115.36,105.03,105.03,105.03,100.72,100.72,100.72,104.25
Liontrust US Opportunities C Acc GBP,GB00B7K9LQ88,North America,"70,374.14",221.54,No,No,126.66,125.25,124.79,127.32,123.10,128.41,113.06,117.79,115.76,115.76,115.76,115.75,115.75,123.91,124.31,120.58,118.28,118.51,123.57,120.66,122.01,122.01,122.01,113.61,119.37,111.99,112.00,105.96,113.72,112.37,113.50,112.28,106.54,106.54,102.42,108.61,103.33,103.33,102.89,107.39,96.89,96.89,95.20,98.53,100.01,100.01,95.12,66.91,59.98,113.78,113.78,119.62,123.83,123.83,113.22,113.22,113.22,115.05,119.62,109.46,109.46,121.35,121.35,121.14,113.18,113.18,120.79,120.79,114.71,112.99,111.47,107.27,107.27,102.19,97.92,84.86,23.41,23.41,77.66,77.66,107.57,107.57,67.05,77.21,77.21,77.21,141.55,124.28,124.28,113.57,121.11,117.82,117.82,117.82,115.27,115.27,115.27,101.00
Lord Abbett Innovation Growth I EURH Acc,IE00BYZRLQ61,North America,"98,984.34",328.24,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.36,93.43,52.32,53.60,55.39,87.01,76.33,76.33,68.70,70.27,64.79,64.79,32.83,37.59,69.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,283.91,283.91,283.91,242.79,227.08,227.08,269.41,240.74,210.31,210.31,211.35,195.66,195.66,193.01,178.49
M&G North American Dividend GBP I-H Acc,GB00BJXT4930,North America,"137,222.46",209.93,No,No,,,,,,,,,,,,,,,,,,,,,,,,,106.13,106.78,110.59,113.84,113.66,125.34,117.11,116.26,105.69,105.69,110.00,87.09,101.38,101.38,96.15,91.33,86.28,86.28,103.12,105.91,90.91,90.91,95.96,127.21,105.46,,,,,,,,,,,,,,,,,,,,,,,,,129.12,129.72,123.42,3.34,3.34,-10.12,-10.12,112.11,112.11,69.82,52.20,52.20,52.20,75.46,96.76,96.76,106.50,112.78,131.55,131.55,131.55,150.88,150.88,150.88,128.24
M&G North American Value GBP I Acc,GB00B61S4242,North America,"60,931.53",53.15,No,No,89.50,94.80,94.69,85.71,75.11,76.17,77.45,79.02,80.97,80.97,80.97,76.69,76.69,61.32,57.69,66.22,81.63,69.66,58.96,48.72,46.72,46.72,46.72,67.62,64.03,71.32,80.40,94.47,82.79,98.58,94.41,93.54,99.68,99.68,86.69,65.08,80.01,80.01,68.51,60.44,65.05,65.05,84.23,73.78,80.49,80.49,105.47,110.17,98.97,112.47,112.47,109.75,113.19,113.19,117.50,117.50,117.50,131.68,111.71,119.25,119.25,109.18,109.18,112.79,117.44,117.44,114.37,114.37,120.87,106.45,123.51,123.48,123.48,124.66,115.77,115.13,78.02,78.02,36.93,36.93,-1.28,-1.28,-7.36,-40.90,-40.90,-40.90,9.35,7.75,7.75,9.49,2.38,35.07,35.07,35.07,44.43,44.43,44.43,44.18
MFS Meridian US Concentrated Gr WH1 GBP,LU0808563182,North America,"139,414.40",232.41,No,No,91.59,75.34,86.76,90.61,108.21,123.89,127.75,113.97,121.74,121.74,121.74,117.85,117.85,108.65,98.71,94.53,91.74,89.77,82.34,89.93,91.76,91.76,91.76,95.82,100.73,104.64,110.33,107.38,112.73,120.26,110.03,119.42,113.58,113.58,117.69,95.95,105.34,105.34,97.92,88.02,80.70,80.70,90.75,79.99,55.35,55.35,57.50,112.15,91.05,87.24,87.24,77.11,92.44,92.44,110.25,110.25,110.25,100.77,103.75,78.36,78.36,33.31,33.31,67.29,93.24,93.24,78.45,78.45,49.90,52.68,65.55,84.57,84.57,99.08,111.78,114.62,44.49,44.49,35.15,35.15,179.32,179.32,178.24,192.80,192.80,192.80,101.28,125.88,125.88,149.31,142.51,139.94,139.94,139.94,146.54,146.54,146.54,138.69
MFS Meridian US Growth W1 USD,LU1985810461,North America,"235,110.15",267.62,No,No,,,,,,,,,,,,,,,,,,,,,113.25,118.44,121.19,110.49,108.65,98.22,94.89,92.07,96.07,86.75,91.25,92.09,91.98,91.98,97.31,108.60,101.76,110.23,118.48,120.05,114.44,123.87,105.90,107.25,102.22,102.22,84.91,92.65,101.96,,,,,,,,,,,,,,,,,,,,,72.28,77.58,85.13,85.13,85.13,85.13,97.42,138.91,138.91,138.91,138.91,138.91,138.91,155.99,139.58,125.46,125.46,131.46,151.21,151.21,147.05,144.20,129.70,129.70,134.55,129.01,129.01,130.52,133.06
MFS Meridian US Value WH1 GBP,LU0583241756,North America,"96,147.82",93.27,No,No,54.91,55.07,61.67,58.52,73.33,89.81,99.11,80.23,92.51,92.51,92.51,86.18,86.18,64.03,57.18,61.19,68.57,66.42,50.04,55.40,58.34,58.34,58.34,74.76,79.54,88.71,96.57,103.28,104.65,116.08,102.72,105.81,106.51,106.51,111.28,83.24,93.52,93.52,83.46,64.46,59.86,59.86,84.56,77.06,60.93,60.93,77.26,129.51,110.46,113.21,113.21,92.66,102.23,102.23,118.44,118.44,118.44,115.42,104.90,92.46,92.46,33.95,33.95,83.05,116.84,116.84,105.09,105.09,87.32,86.79,108.85,127.05,127.05,139.78,148.38,153.48,94.97,94.97,2.02,2.02,89.48,89.48,93.89,86.45,86.45,86.45,52.00,67.06,67.06,83.97,83.41,102.11,102.11,102.11,108.35,108.35,108.35,102.23
MGTS AFH DA North American Eq I GBP Acc,GB00BYXG9V67,North America,"97,151.53",165.90,No,No,97.76,101.89,100.13,91.16,85.99,92.69,91.20,93.54,90.66,90.66,90.66,94.06,94.06,86.07,86.37,97.74,99.98,95.45,95.63,91.53,92.33,92.33,92.33,90.20,88.44,92.19,88.25,92.39,89.44,92.77,91.76,94.66,95.60,95.60,91.78,96.12,101.62,101.62,107.25,110.05,112.48,112.48,122.32,108.95,116.49,116.49,118.84,100.58,96.75,104.58,104.58,99.51,91.97,91.97,92.43,92.43,92.43,107.38,103.80,107.61,107.61,114.73,114.73,121.73,110.71,110.71,112.51,112.51,111.70,98.47,106.46,110.85,110.85,107.45,99.51,82.25,38.67,38.67,65.34,65.34,67.25,67.25,60.31,48.24,48.24,48.24,93.63,91.26,91.26,83.55,90.32,98.45,98.45,98.45,97.00,97.00,97.00,90.85
Morgan Stanley US Advantage I Acc GBP,GB00BZ4CG750,North America,"35,883.01",326.48,No,No,125.22,114.26,118.37,119.87,121.60,117.85,109.67,121.63,115.79,115.79,115.79,118.29,118.29,142.08,140.33,140.78,130.05,143.65,175.17,191.89,179.14,179.14,179.14,156.58,161.11,145.85,145.62,113.27,115.60,95.08,94.61,86.54,82.00,82.00,78.54,85.66,35.77,35.77,31.02,66.16,51.42,51.42,-0.62,47.82,74.47,74.47,72.06,14.79,66.37,91.83,91.83,102.02,98.88,98.88,86.88,86.88,86.88,86.48,109.01,113.49,113.49,189.64,189.64,149.13,98.71,98.71,108.60,108.60,96.71,98.29,63.22,30.36,30.36,15.18,26.08,-17.15,-153.20,-153.20,33.93,33.93,92.24,92.24,187.51,298.78,298.78,298.78,350.56,310.18,310.18,324.28,401.77,332.98,332.98,332.98,296.50,296.50,296.50,264.83
MS INVF US Advantage IH EUR,LU0266118651,North America,"44,690.05",325.66,No,No,104.89,86.40,86.69,89.06,92.18,94.74,95.04,98.89,93.44,79.17,79.17,84.37,80.69,89.13,89.27,86.07,98.31,128.03,152.26,202.21,188.95,211.84,211.84,214.37,225.60,207.83,200.45,158.04,175.37,148.50,133.30,100.63,89.60,89.60,87.86,67.39,17.95,23.88,13.59,27.23,5.22,5.22,-39.51,18.59,17.77,17.77,12.68,14.62,65.06,98.83,98.83,105.55,97.94,97.94,91.62,91.62,91.62,95.62,95.62,85.54,85.54,107.94,107.94,104.93,83.21,83.21,85.68,85.68,85.68,80.92,84.28,85.77,85.77,85.77,85.77,75.72,166.09,166.09,217.37,217.37,217.37,217.37,281.08,303.05,303.05,303.05,362.64,322.00,322.00,352.46,415.19,350.45,350.45,308.73,283.11,283.11,297.43,254.74
MS INVF US Growth IH,LU0266117687,North America,"25,256.34",328.12,No,No,,,,,,,,,,,,,,,,,,,169.47,228.90,208.29,253.90,253.90,254.45,260.35,249.86,236.80,183.89,201.71,169.53,153.34,116.56,111.05,111.05,112.63,87.97,35.39,32.75,25.70,46.01,22.55,22.55,-35.29,20.42,17.62,17.62,-7.28,-12.09,48.86,,,,,,,,,,,,,,,,,,,61.97,61.97,45.65,29.94,48.59,48.59,48.59,48.59,44.37,49.41,49.41,137.79,137.79,137.79,137.79,325.95,318.83,318.83,318.83,412.82,337.72,337.72,378.10,446.85,374.21,374.21,333.67,304.08,304.08,325.47,279.88
Natixis Loomis Sayles US Eq Ldrs N/A £,GB00B8L3WZ29,North America,"232,038.69",273.78,No,No,125.81,107.38,108.38,112.84,119.22,121.99,125.62,126.54,127.80,127.80,127.80,122.32,122.32,132.46,134.13,130.68,108.56,110.40,112.84,113.60,122.75,122.75,122.75,104.08,101.33,99.09,94.26,92.59,97.68,92.77,90.99,93.13,81.02,81.02,75.32,91.42,91.81,91.81,97.81,109.33,109.44,109.44,104.50,110.50,109.69,109.69,106.58,87.00,90.05,111.62,111.62,107.51,97.96,97.96,107.36,107.36,107.36,108.94,119.36,116.93,116.93,154.94,154.94,122.93,81.36,81.36,71.51,71.51,73.82,68.13,61.12,55.27,55.27,57.56,63.15,50.51,179.29,179.29,134.18,134.18,125.38,125.38,116.02,131.08,131.08,131.08,131.07,135.95,135.95,157.94,186.57,164.04,164.04,164.04,147.62,147.62,147.62,134.23
Neuberger Berman US MltCp Opps € I Acc H,IE00B84HCB79,North America,"83,291.73",167.86,No,No,73.21,63.41,66.24,62.81,73.25,82.43,94.87,78.28,82.18,84.51,84.51,77.46,82.46,76.05,74.81,80.44,84.40,89.78,80.40,108.53,112.82,111.54,111.54,127.51,128.48,127.31,127.95,120.33,136.00,134.49,117.48,103.99,101.58,101.58,102.77,79.24,80.56,90.01,85.22,76.93,66.47,66.47,80.10,79.57,73.26,73.26,82.90,98.82,87.18,104.53,104.53,97.53,106.62,106.62,114.58,114.58,114.58,110.14,110.14,99.78,99.78,108.59,108.59,103.15,125.92,125.92,123.04,123.04,123.04,128.32,134.78,135.47,135.47,135.47,135.47,157.12,164.37,164.37,108.01,108.01,108.01,108.01,124.35,136.59,136.59,136.59,110.05,105.59,105.59,143.67,139.76,141.80,141.80,144.32,141.21,141.21,118.39,108.84
New Capital US Future Leaders EUR OrdAcc,IE00BF2SJC17,North America,"23,516.57",310.37,No,No,,,,,,,,,,,,,,,,,,115.45,127.51,169.57,149.51,187.60,187.60,188.12,204.08,193.41,187.20,145.18,150.04,114.06,106.63,92.11,96.18,96.18,97.36,70.90,46.42,55.55,48.64,64.48,47.36,47.36,16.88,39.78,36.72,36.72,23.72,38.32,49.97,,,,,,,,,,,,,,,,,,105.14,105.14,105.14,91.43,90.07,87.30,87.30,87.30,87.30,115.91,96.69,96.69,173.35,173.35,173.35,173.35,205.86,233.50,233.50,233.50,249.03,208.35,208.35,270.45,248.11,216.42,216.42,205.77,201.37,201.37,194.12,169.46
New Capital US Growth EUR Ord Acc,IE00B3M4GP73,North America,"206,657.23",264.30,No,No,81.20,72.78,71.39,73.49,81.56,80.71,92.88,90.05,82.30,72.32,72.32,82.50,88.05,82.40,85.91,84.05,91.26,106.75,111.23,147.68,155.33,171.72,171.72,175.05,172.76,165.88,156.11,137.23,159.32,147.76,133.97,115.40,102.06,102.06,107.55,101.21,87.95,95.50,100.23,113.67,102.90,102.90,100.02,100.17,98.93,98.93,90.59,90.30,100.89,126.07,126.07,122.80,138.63,138.63,136.47,136.47,136.47,134.91,134.91,97.29,97.29,91.78,91.78,79.60,81.95,81.95,70.98,70.98,70.98,67.57,80.64,100.72,100.72,100.72,100.72,118.75,262.28,262.28,235.26,235.26,235.26,235.26,244.40,228.23,228.23,228.23,190.06,206.92,206.92,253.34,226.83,217.01,217.01,226.73,210.52,210.52,194.74,179.72
New Capital US Value USD I Acc,IE00BN71XW92,North America,"71,290.78",52.59,No,No,85.77,70.80,73.32,73.56,74.20,79.67,88.28,72.13,78.37,85.98,85.10,80.09,84.29,76.23,74.44,74.19,78.73,79.64,73.45,73.48,70.18,63.27,62.69,73.70,71.06,76.80,81.33,90.26,90.14,96.70,90.62,94.87,99.56,99.56,98.11,91.44,102.99,107.89,102.45,77.59,79.85,66.37,82.49,84.12,88.85,88.85,111.33,114.82,105.99,81.69,81.69,72.64,74.40,74.40,76.80,76.80,76.80,78.04,78.04,85.36,85.36,85.56,85.56,94.00,103.90,103.90,108.40,108.40,108.40,110.71,108.59,113.70,113.70,113.70,113.70,120.58,125.41,125.41,125.41,125.41,125.41,125.41,108.02,72.97,142.98,142.98,70.22,55.72,55.72,57.89,47.38,63.44,63.44,65.07,71.22,71.22,61.48,64.32
